text,Legal(LG),Functional(F),LookandFeel(LF),Privacy(PR),Reliability(RL),Recoverability(RC),Audit(AU),Maintenance(MT),Operational(OP),Security(SC),OtherFunctional(OT),Usability(US),AccessControl(AC),PerformanceandScalability(PS),Availability(AV)
the plan must address handling of both technical and nontechnical privacy and security incidents including initial response corrective actions documentation and reporting,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
the plan must address responding to compromised account credentials such as passwords stolen by a key logger,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the response should include disabling the account until corrective actions are complete and pulling audit logs for analysis of potential unauthorized access,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
o depending on the nature of the breach or compromise the security officials may require a security audit,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the solution should provide the ability for account reconciliations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
solution shall be segmented into three layers separating at a minimum the presentation application or business logic and data persistence or database layers,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
these layers shall be separated by an open systems interconnection osi layer 3 or layer 4 firewall and configured with only the minimum necessary open ports and protocols,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a layer 4 firewall with anomaly detection possibly and possibly heuristics capabilities is recommended,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the presentation layer must only contain systems that provide services directly to the internet,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
these protocols include dns smtp http https and encrypted ftp servers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
any system that the web tier communicates with but that does not provide a direct internet service such as directory services middleware etc must be installed on the application layer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
where unfeasible to separate the presentation and application or business logic layers a proxy server may be used to isolate nonpresentation layer services,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
this must be documented in the applications approved security plan,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
direct access to the data persistence or database layer is only permitted through a logical data access logic layer using a trusted subsystem that utilizes a single database access account for all transactions,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the data access logic layer shall take the form of stored procedures database api data access objects or components data access middleware shared data services or secure web service,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
system requests made to the business logic and data access logic layers shall be authenticated and authorized,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
dynamic sql shall not be permitted from the presentation layer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
applications shall use an alias for every table and column so that database table names and column names shall not be exposed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
solution shall enforce validation of user input before accepting it and before being committed to the database or other application information repository,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
data queries from the presentation or the business logic layers shall be validated for appropriate use of query language and validated for appropriate quantity and quality of data input,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
the system shall validate client input on the server side to the extent possible,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
administrative or privileged accounts are any special user ids that are created for system administration or elevated privilege purposes by a single individual,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
system administration shall be performed using a different username than the one used for daily nonadministrative activities,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
administrative accounts must be used only for administrative activity within the authorized role of that account and the individual using it,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
it must be logged out of immediately after administrative work is complete,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
generic accounts not linked to a specific person such as service accounts must not be used in accessing phi or pi or in making changes to it systems which protect that data unless there are logs in place that identify the actual individual who accessed the data or made the system change,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
solution should provide secure rolebased access for authorization utilizing the principle of least privilege at all layers or tiers,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
applications shall in all cases default to explicitly deny access where authentication possibly and possibly authorization mechanisms are required,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
no application that requires a login shall offer to or be capable of remembering a users credentials,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
there shall be role separation between system or server administrators and application or database administrators using the principle of least privilege,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
o the application shall use least privileged accounts to execute code and to access sql databases,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
o user access rights shall be authenticated on entry to each application tier,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
o all user input shall be validated including parameters passed to public web service methods,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
o information that is not required shall not be exposed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
o if a web application fails it shall not leave sensitive data unprotected or expose any details in error messages presented to the user,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
any exceptions shall be logged or emailed to the appropriate team member,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
o any sensitive data stored in session cookies disk files etc shall be encrypted,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
o applications shall be protected from the internet by a web application firewall or gateway or proxy which shall be included in the documented system design,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
o post back universal resource locators urls shall not contain unencrypted record identifiers or database keys,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
o post back urls shall not include query strings,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the solution must be scanned for vulnerabilities and the high and medium vulnerabilities must be resolved and mitigated,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the solution should undergo a penetration testing to ensure the solution has no flaws and the high or medium vulnerabilities detected must be resolved and mitigated,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the solution if providing access to pi or phi from the internet should assess the need for additional strong authentication to prevent a significant data breach if a password is compromised,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
strong authentication is defined as additional mandatory authentication over and beyond the password for each account which has direct access to pi or phi or which has administrative privileges,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the following methods are approved for strong authentication,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
 the following strong authentication method is approved for personal data access where accounts have access to only the account holders personal data or a single data record they are custodian over such as a family member or information about their company,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the solution should scale maintaining acceptable performance as the number of concurrent users increase,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the solution should scale maintaining acceptable performance as the number of transactions increase,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the solution should scale maintaining acceptable performance as the number of patients increase,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the solution should be stable and will operate for sustained amounts of time without interruption,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
the solution should support 33 cdcr institutions and headquarters,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the solution should be reliable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
the solution should use proven technologies and products,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
technologies and products will only be approved after they have been proven in the marketplace ie released to customers for at least 6 months,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
solution should be able to generate a backup copy of the application data security credentials and log or audit files,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the system restore functionality should result in a fully operational and secure state,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
this state should include the restoration of the application data security credentials and log or audit files to their previous state,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the system should have ability to run a backup concurrently with the operation of the application,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the solution mean time to repair mttr should be the solution average repair time should be less than four 4 hours,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the solution recovery time objective rto should be the solution should be restored within 72 hours after a disaster or disruption in order to avoid unacceptable consequences associated with a break in business continuity,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the solution recovery point objective rpo should be the solution should restore data as of previous business day,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the solution should be maintainable that enables developers to debug fix integrate and test,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the marketplace should provide trained affordable staff that have the skill sets to maintain the system,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should provide endtoend traceability of each transaction,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
each message element of a transaction should be loggable each time it enters or leaves a host system of the solution,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the solution should use supported software release levels,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
computer software will be maintained at proven stable version release levels that are supported by vendors,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should be extensible where the solution can accommodate new functionality without compromising the systems dependability or future extensibility,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should be configurable which allows the user or developer to configure the system to meet changing requirements without changing code,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should have a user interface compliant with american disability act ie section 508 compliant,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the solution should support load balancing across servers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
the solution should support failover in the event of a failure to ensure the solution is highly available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
the solution should enforce referential integrity,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the solution should be configurable to prevent corruption or loss of data already accepted into the system in the event of a system failure eg integrating with a ups etc,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
the solution should allow for use of 3rd party reporting tools,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should support concurrency,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the should use a layered architecture where business components or services can be reused across multiple interfaces eg web ivr mobile,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should be able to support time synchronization using ntp or sntp and use this synchronized time in all security records of time,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
all email capabilities of the system must support the ietf simple mail transfer protocol smtp possibly and possibly ietf post office protocol pop standards,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should support ietf lightweight directory access protocol ldap possibly and possibly microsoft active directory integration as the mechanism to retrieve authentication information,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should use iab transmission control protocol or internet protocol tcp or ip for network communications,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should support ietf ssh file transfer protocol sftp for file transfer capabilities,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should support ietf domain name system dns,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should support ietf dynamic host configuration protocol dhcp,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should support w3c secure hypertext transfer protocol https,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
all server components of cchcs solutions should run on microsoft windows server possibly and possibly red hat linux,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
all client desktop components of cchcs solutions should run on microsoft windows client operating system,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
all transactional data should be stored in a relational database that supports sql,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
all enterprise relational databases should be implemented using microsoft sql server or oracle database technologies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should provide data retention of all patientinmate information in a form that is accessible for auditing analysis and reporting,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
the solution should store seven 7 years of patientinmate information within the operational data store,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
system development life cycle,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to migrate setups or data between environments with minimal reconfigurations reentry of data or installs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should provide the ability to customize and extend the product ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
all system configurations should be supported by the cots upgrade process,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
solution upgrades should not affect past customizations and should be verified by custom test scripts,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the build release and install processes should be documented and repeatable,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
environments physical or virtual should be available to support development testing production and production fix processes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should support version control of the products development test or production configurations via an external management software product,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
all configuration items eg cots extensions configuration files system interface programs data conversion programs should be under configuration management control,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the solution should support automation of the testing process natively or through integration with other cots testing tools,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
debugging capabilities should exist for all development items eg workflows extensions custom adapters transformations,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the integration architecture should support a serviceoriented architecture soa which is a software design approach in which an application consists of software services and software service consumers,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should provide soa integration capabilities that conforms to web services interoperability wsi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should integrate with the existing cchcs documentum platform known as euhr to store patient documents,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should integrate with euhr search  retrieve a list of patient documents,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should integrate with euhr retrieve  display patient documents,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should integrate with cchcs pacs or ris solution to retrieve  display patient images,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should integrate with cchcss dictation and transcription to retrieve and play dictated and transcribed medical records for patients,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should integrate with cchcs third party administrator to send them health care claims for processing,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should integrate with quest 360 to retrieve  display lab results,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should integrate with central fill solution to submit medication orders,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should integrate with central fill solution to receive medication dispense information,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should integrate with the medical classification solution to track patient classification,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should integrate with cdcr soms to retrieve patient demographic data,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should integrate with cdcr soms to post new or changed appointments on the inmates calendar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should integrate with cdcr soms to receive notifications that a healthcare appointment has been bumped by a higher priority appointment and it needs to be rescheduled,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should integrate with cdcr soms to receive patient movement notifications,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should integrate with cdcr soms to receive tb assessment data,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should integrate with cdcr soms to receive patient effective communications or ada information,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should leverage cchcs digital signature infrastructure for digital signatures,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
the solution should leverage cchcs secure ftp infrastructure for sending files external to cchcs data center,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
the solution should leverage cchcs wireless infrastructure for mobile devices,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should provide an open interface to enable cchcs utilization management solution and staff to extract data for analysis,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should provide an open interface to enable office of inspector general oig staff to extract data for auditing purposes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should support ietf simple network management protocol snmp traps as a mechanism for event notification,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should support ietf syslog as a mechanism for logging,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
the solution should support remote monitoring and administration via netscape secure sockets layer ssl ietf secure shell ssh ietf ip security ipsec or similar secure method,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
the solution should monitor cotsprovided components  services,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
the solution should support alerts for defined thresholds and errors,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
the solution should provide a system management console,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should support alert notifications via email,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should support alert notifications via pager,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should provide a browser interface for monitoring and administration,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
the solution should include gui tools for monitoring of processes and errors,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
the solution should include a command line interface to allow automation of system processes eg service startup service shutdown,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
the support manual should provide the information necessary to service and maintain an operational system or component throughout its life cycle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
a support manual includes the associated hardware and software and procedures for servicing repairing or reprogramming it,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the installation manual should provide the information necessary to install a system set initial parameters and prepare the system or component for operational use,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the operator manual must provide the information necessary to initiate and operate a system,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the operator manual includes procedures for preparation operation monitoring and recovery,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the programmer manual must provide the information necessary to develop or modify software for a given computer system,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the programmer manual includes equipment configuration operational characteristics programming features input or output features and compilation or assembly features of the computer system,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the diagnostic manual must provide the information necessary to execute diagnostic procedures for a system identify malfunctions and remedy those malfunctions,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the diagnostic manual includes diagnostic features of the system and diagnostic tools available for its support,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should include documentation that describes the patch hotfix handling process the vendor will use for ehr erx operating system and underlying tools eg a specific web site for notification of new patches an approved patch list special instructions for installation and postinstallation test,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should include documentation that explains system error or performance messages to users and administrators with the actions required,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should include documentation of product capacities eg number of users number of transactions per second number of records network load etc and the baseline representative configurations assumed for these capacities eg number or type of processors server or workstation configuration and network capacity etc,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should include documented procedures for product installation startup possibly and possibly connection,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
the solution should include documentation that describes the steps needed to confirm that the system installation was properly completed and that the system is operational,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
the solution should conform to function in15 non repudiation to guarantee that the sources and receivers of data cannot deny that they entered or sent or received the data,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
the solution should conform to function in16 secure data exchange to ensure that the data are protected,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
the solution should conform to function in17 secure data routing to ensure that the exchange occurs only among authorized senders and receivers,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
the solution should conform to function in18 information attestation to show authorship and responsibility for the data,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the solution should conform to function in24 extraction of health record information to support data extraction across the complete health record of an individual,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should conform to function in251 manage unstructured health record information to ensure data integrity through all changes,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
the solution should conform to function in252 manage structured health record information to ensure data integrity through all changes,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
the solution should conform to function in41 standard terminologies and terminology models to support semantic interoperability,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should conform to function in42 maintenance and versioning of standard terminologies to preserve the semantics of coded data over time,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should conform to function in51 interchange standards to support interoperability,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the solution should conform to function in52 interchange standards versioning and maintenance to accommodate the inevitable evolution of interchange standards,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should conform to function in54 interchange agreements to define how the sender and receiver will exchange data,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
identify and maintain a patient record,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should create a single logical record for each patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to create a record for a patient when the identity of the patient is unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to store more than one identifier for each patient record,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should associate key identifier information eg solution id medical record number with each patient record,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to uniquely identify a patient and tie the record to a single patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability through a controlled method to merge or link dispersed information for an individual patient upon recognizing the identity of the patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
if health information has been mistakenly associated with a patient then the solution should provide the ability to mark the information as erroneous in the record of the patient in which it was mistakenly associated and represent that information as erroneous in all outputs containing that information,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
if health information has been mistakenly associated with a patient then the solution should provide the ability to associate it with the correct patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to retrieve parts of a patient record using a primary identifier secondary identifiers or other information which are not identifiers but could be used to help identify the patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to obsolete inactivate nullify destroy and archive a patients record in accordance with local policies and procedures as well as applicable laws and regulations,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
if related patients register with any identical data then the solution should provide the ability to propagate that data to all their records,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should capture demographic information as part of the patient record,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should store and retrieve demographic information as discrete data,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should provide the ability to retrieve demographic data as part of the patient record,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to update demographic data,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to report demographic data,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should store historical values of demographic data over time,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should present a set of patient identifying information at each interaction with the patient record,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture external data and documentation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
if lab results are received through an electronic interface then the solution should receive and store the data elements into the patient record,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
if lab results are received through an electronic interface then the solution should display them upon request,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to receive store and display scanned documents as images,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to store imaged documents or reference the imaged documents via links to imaging solutions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to receive store and present textbased externallysourced documents and reports,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to receive store and display clinical result images such as radiologic images received from an external source,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to receive store and display other forms of clinical results such as wave files of ekg tracings received from an external source,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to receive store and present medication details from an external source,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to receive store and present structured textbased reports received from an external source,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to receive store and present standardsbased structured codified data received from an external source,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
the solution should capture and explicitly label patientoriginated data,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
if the solution provides the ability for direct entry by the patient then the solution should explicitly label the data as patient entered,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the solution should capture and label the source of clinical data provided on behalf of the patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should present patientoriginated data for use by care providers,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability for a provider to verify the accuracy of patientoriginated data for inclusion in the patient record,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to view or comment but not alter patientoriginated data,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the solution should provide the ability to capture and label patient health data derived from administrative or financial data,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture and link data about the source of patient health data derived from administrative and financial data with that patient data,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to present labeled patient health information derived from administrative or financial data and the source of that data for use by authorized users,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to view or comment on patient health information derived from administrative or financial data,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to request correction of the administrative or financial data,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should present summarized views and reports of the patients comprehensive emr,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should include at least the following in the summary problem list medication list allergy and adverse reaction list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
present ad hoc views of the health record,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
the solution should provide the ability to create views that prohibit patients from accessing certain information according to organizational policy scope of practice and jurisdictional law,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
the solution should provide the ability to create customized views of summarized information based on sort and filter controls for date or date range problem or other clinical parameters,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to access summarized information through customized views based on prioritization of chronology problem or other pertinent clinical parameters,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture update and present current patient history including pertinent positive and negative elements,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture and present previous external patient histories,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture the relationship between patient and others,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should capture the complaint presenting problem or other reasons for the visit or encounter,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should capture the reason for visit or encounter from the patients perspective,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture present maintain and make available for clinical decisions patient preferences such as language religion spiritual practices and culture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture present maintain and make available for clinical decisions family preferences such as language religion spiritual practices and culture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should conform to function dc214 support for patient and family preferences and incorporate patient and family preferences into decision support solutions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to indicate that advance directives exist for the patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to indicate the type of advance directives completed for the patient such as living will durable power of attorney preferred interventions for known conditions or the existence of a do not resuscitate order,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture present maintain and make available for clinical decisions patient advance directives documents and do not resuscitate orders,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should conform to function dc1131 capture data and documentation from external clinical sources and capture scanned patient advance directive documents and do not resuscitate orders,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to indicate when advanced directives were last reviewed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to indicate the name and relationship of the party completing the advance directive for the patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should time and date stamp advance directives,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to document the location and or source of any legal documentation regarding advance directives,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
the solution should provide the ability to indicate that a patient has completed applicable consents and authorizations,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to indicate that a patient has withdrawn applicable consents and authorizations,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should conform to function dc1131 capture data and documentation from external clinical sources and capture scanned paper consent and authorization documents,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
